date,Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Voltage(V)
2016-11-16 21:00:00,3.35907459259033,2.45455098152161,1.74959456920624,4.39996576309204,1.00281417369843,6.5366406731826E-10,3.6911563873291
2016-11-16 22:00:00,3.34135055541992,2.45455098152161,1.82566559314728,4.40000295639038,1.10001862049103,6.5366406731826E-10,3.6597843170166
2016-11-16 23:00:00,3.32196807861328,2.45455098152161,1.90169262886047,4.39998769760132,1.19012534618378,6.5366406731826E-10,3.63009452819824
2016-11-17 00:00:00,3.30019950866699,2.45455098152161,1.97781240940094,4.40000581741333,1.27398180961609,6.5366406731826E-10,3.60295295715332
2016-11-17 01:00:00,3.27475643157959,2.45455098152161,2.05387902259827,4.39998006820679,1.35243904590607,6.5366406731826E-10,3.57777976989746
2016-11-17 02:00:00,3.24489498138428,2.45455098152161,2.12994599342346,4.40002202987671,1.42623209953308,6.5366406731826E-10,3.55411052703857
2016-11-17 03:00:00,3.20857238769531,2.45455098152161,2.20601606369019,4.39998006820679,1.49595952033997,6.5366406731826E-10,3.53125286102295
2016-11-17 04:00:00,3.1636381149292,2.45455098152161,2.28205633163452,4.40003347396851,1.56206524372101,6.5366406731826E-10,3.50962448120117
2016-11-17 05:00:00,3.10558795928955,2.45455098152161,2.35815525054932,4.40000295639038,1.62493801116943,6.5366406731826E-10,3.48923301696777
2016-11-17 06:00:00,3.02700805664062,2.45455098152161,2.43422961235046,4.40001916885376,1.6848418712616,6.5366406731826E-10,3.47015285491943
2016-11-17 07:00:00,2.99996948242187,2.45455098152161,2.45463538169861,4.39997720718384,1.74198603630066,6.5366406731826E-10,3.45157241821289
2016-11-17 08:00:00,3.61238193511963,2.45455098152161,2.4547016620636,4.40000867843628,1.79661631584167,6.5366406731826E-10,3.43411254882812
2016-11-17 09:00:00,3.64510250091553,2.45455098152161,2.4547016620636,4.39999055862427,1.84881007671356,6.5366406731826E-10,3.41700458526611
2016-11-17 10:00:00,3.6533842086792,2.45455098152161,2.4547016620636,4.40002965927124,1.8986679315567,6.5366406731826E-10,3.40063285827637
2016-11-17 11:00:00,4.20005512237549,0.127343043684959,0,4.40003633499146,1.94629836082459,6.5366406731826E-10,3.38494968414307
2016-11-17 12:00:00,4.20000171661377,0.142372727394104,0,4.39996957778931,1.99181663990021,6.5366406731826E-10,3.36921691894531
2016-11-17 13:00:00,4.23340606689453,0.250802606344223,0,4.39994668960571,2.03530550003052,6.5366406731826E-10,3.35313606262207
2016-11-17 14:00:00,4.26370143890381,0.359467506408691,0,4.4000449180603,2.07681179046631,6.5366406731826E-10,3.33627223968506
2016-11-17 15:00:00,4.28854751586914,0.468137115240097,0,4.40002012252808,2.11638116836548,6.5366406731826E-10,3.31819534301758
2016-11-17 16:00:00,4.31373882293701,0.576812982559204,0,4.40001344680786,2.15407824516296,6.5366406731826E-10,3.29825115203857
2016-11-17 17:00:00,4.34074687957764,0.685381412506104,0,4.40002584457397,2.18997120857239,6.5366406731826E-10,3.27568626403809
2016-11-17 18:00:00,4.37067222595215,0.794140696525574,0,4.40000295639038,2.22411513328552,6.5366406731826E-10,3.24978542327881
2016-11-17 19:00:00,4.39997577667236,0.902599453926086,0,4.39997339248657,2.25658798217773,6.5366406731826E-10,3.21920680999756
2016-11-17 20:00:00,4.40000057220459,1.00585305690765,0,4.39995718002319,2.28745985031128,6.5366406731826E-10,3.18178367614746
2016-11-17 21:00:00,4.40003490447998,1.10089230537415,0,4.40006399154663,2.31679558753967,6.5366406731826E-10,3.13543224334717
2016-11-17 22:00:00,4.40000152587891,1.18880355358124,0,4.40000677108765,2.34463667869568,6.5366406731826E-10,3.07603454589844
2016-11-17 23:00:00,4.39999771118164,1.27059364318848,0,4.40000486373901,2.3710629940033,6.5366406731826E-10,2.99996852874756
2016-11-18 00:00:00,4.40000057220459,1.34720230102539,0,4.40000772476196,2.39611792564392,6.5366406731826E-10,3.62228107452393
2016-11-18 01:00:00,4.39999294281006,1.41938197612762,0,4.39997339248657,2.41986417770386,6.5366406731826E-10,3.65460777282715
2016-11-18 02:00:00,4.39996814727783,1.48764824867249,0,4.39994668960571,2.44235253334045,6.5366406731826E-10,3.66258811950684
2016-11-18 03:00:00,4.39996242523193,1.55240297317505,0,4.3999924659729,2.44514012336731,6.5366406731826E-10,4.19997596740723
2016-11-18 04:00:00,4.40003204345703,1.61403286457062,0,4.27737092971802,2.44514036178589,6.5366406731826E-10,4.24411964416504
2016-11-18 05:00:00,4.39998817443848,1.67278397083282,0,4.26509141921997,2.44514036178589,6.5366406731826E-10,4.27513027191162
2016-11-18 06:00:00,4.39995098114014,1.72893822193146,0,4.26190137863159,2.44514036178589,6.5366406731826E-10,4.30048179626465
2016-11-18 07:00:00,4.40004253387451,1.78274774551392,0,3.90147924423218,2.44514036178589,0.076067999005318,4.32300281524658
2016-11-18 08:00:00,4.40004444122314,1.83427536487579,0,3.85609674453735,2.44514036178589,0.152134969830513,4.34766960144043
2016-11-18 09:00:00,4.39999485015869,1.88364279270172,0,3.81830835342407,2.44514036178589,0.228198364377022,4.37480354309082
2016-11-18 10:00:00,4.39994621276856,1.93101465702057,0,3.78352785110474,2.44514036178589,0.304272502660751,4.40004920959473
2016-11-18 11:00:00,4.40003204345703,1.9764279127121,0,3.74989557266235,2.44514036178589,0.380335599184036,4.40004920959473
2016-11-18 12:00:00,4.39999008178711,2.01993155479431,0,3.71751642227173,2.44514036178589,0.456406950950623,4.39996528625488
2016-11-18 13:00:00,4.39999771118164,2.06160020828247,0,3.68580102920532,2.44514036178589,0.532463133335114,4.39995670318604
2016-11-18 14:00:00,4.39994716644287,2.10150408744812,0,3.65557336807251,2.44514036178589,0.608541369438171,4.40002918243408
2016-11-18 15:00:00,4.39995384216309,2.13965559005737,0,3.62779760360718,2.44514036178589,0.684601068496704,4.40002727508545
2016-11-18 16:00:00,4.3999662399292,2.17606425285339,0,3.60213708877563,2.44514036178589,0.760669589042664,4.40004253387451
2016-11-18 17:00:00,4.40002632141113,2.21080231666565,0,3.57833623886108,2.44514036178589,0.83673757314682,4.39996528625488
2016-11-18 18:00:00,4.40000057220459,2.24394464492798,0,3.55555868148804,2.44514036178589,0.912802278995514,4.40003395080566
2016-11-18 19:00:00,4.40003490447998,2.27551817893982,0,3.53368711471558,2.44514036178589,0.988873600959778,4.40000343322754
2016-11-18 20:00:00,4.39998531341553,2.30558753013611,0,3.51272916793823,2.44514036178589,1.06493711471558,4.39994239807129
2016-11-18 21:00:00,4.39993953704834,2.33420372009277,0,3.49297285079956,2.44514036178589,1.14100861549377,4.4000415802002
2016-11-18 22:00:00,4.40001964569092,2.3614444732666,0,3.47441625595093,2.44514036178589,1.21707391738892,4.40002536773682
2016-11-18 23:00:00,4.39995384216309,2.38736510276794,0,3.45697641372681,2.44514036178589,1.29314947128296,4.39999866485596
2016-11-19 00:00:00,4.39989471435547,2.41198039054871,0,3.43989038467407,2.44514036178589,1.36921286582947,4.39995098114014
2016-11-19 01:00:00,4.39995861053467,2.43537306785583,0,3.42366647720337,2.44514036178589,1.44527745246887,4.39995288848877
2016-11-19 02:00:00,4.40000343322754,2.45579767227173,0,3.40766859054565,2.44514036178589,1.52134644985199,4.39994335174561
2016-11-19 03:00:00,4.27682590484619,2.45580315589905,0,3.39187288284302,2.44514036178589,1.59741508960724,4.40000724792481
2016-11-19 04:00:00,4.26398468017578,2.45580315589905,0,3.37611722946167,2.44514036178589,1.67348098754883,4.40005779266357
2016-11-19 05:00:00,4.26072883605957,2.45580315589905,0,3.35949277877808,2.44514036178589,1.74955081939697,4.39989376068115
2016-11-19 06:00:00,3.90087699890137,2.45580315589905,0.076066002249718,3.34179735183716,2.44514036178589,1.82562255859375,4.40009021759033
2016-11-19 07:00:00,3.8555908203125,2.45580315589905,0.15213318169117,3.32258081436157,2.44514036178589,1.90169191360474,4.40003299713135
2016-11-19 08:00:00,3.81768035888672,2.45580315589905,0.22820320725441,3.30073118209839,2.44514036178589,1.97775900363922,4.40002632141113
2016-11-19 09:00:00,3.78240585327148,2.45580315589905,0.304277718067169,3.27530145645142,2.44514036178589,2.05382251739502,4.40005207061768
2016-11-19 10:00:00,3.7483959197998,2.45580315589905,0.380321741104126,3.24526453018188,2.44514036178589,2.12989377975464,4.40001678466797
2016-11-19 11:00:00,3.71554374694824,2.45580315589905,0.456413179636002,3.20857667922974,2.44514036178589,2.20596575737,4.40000724792481
2016-11-19 12:00:00,3.6838903427124,2.45580315589905,0.532488167285919,3.16239309310913,2.44514036178589,2.28203272819519,4.40002536773682
2016-11-19 13:00:00,3.65426445007324,2.45580315589905,0.608542621135712,3.10128450393677,2.44514036178589,2.35809993743896,4.40001010894775
2016-11-19 14:00:00,3.62662506103516,2.45580315589905,0.684617400169373,3.01634073257446,2.44514036178589,2.43416523933411,4.40001583099365
2016-11-19 15:00:00,3.60078048706055,2.45580315589905,0.760636627674103,2.99997282028198,2.44514036178589,2.44571995735168,4.39992523193359
2016-11-19 16:00:00,3.57683658599854,2.45580315589905,0.836747050285339,3.61093091964722,2.44514036178589,2.4457516670227,4.39996528625488
2016-11-19 17:00:00,3.55429458618164,2.45580315589905,0.912826836109161,3.64351415634155,2.44514036178589,2.4457516670227,4.40000724792481
2016-11-19 18:00:00,3.53242206573486,2.45580315589905,0.988887369632721,3.65170907974243,2.44514036178589,2.4457516670227,4.40001583099365
2016-11-19 19:00:00,3.51192474365234,2.45580315589905,1.06497144699097,4.19998598098755,0.127105489373207,1.43504097493974E-09,4.27032089233398
2016-11-19 20:00:00,3.49233627319336,2.45580315589905,1.1409969329834,4.20002698898315,0.139505058526993,1.43504097493974E-09,4.25746536254883
2016-11-19 21:00:00,3.47361469268799,2.45580315589905,1.21711254119873,4.23294305801392,0.247918292880058,1.43504097493974E-09,4.25415134429932
2016-11-19 22:00:00,3.45589637756348,2.45580315589905,1.29307568073273,4.26228761672974,0.356591790914536,1.43504097493974E-09,3.87070465087891
2016-11-19 23:00:00,3.43900299072266,2.45580315589905,1.3692524433136,4.28657579421997,0.465253740549088,1.43504097493974E-09,3.82682514190674
2016-11-20 00:00:00,3.42273616790771,2.45580315589905,1.4453125,4.3104395866394,0.573923051357269,1.43504097493974E-09,3.79028511047363
2016-11-20 01:00:00,3.40692138671875,2.45580315589905,1.52135717868805,4.33622026443481,0.682590842247009,1.43504097493974E-09,3.75570201873779
2016-11-20 02:00:00,3.39128971099854,2.45580315589905,1.59746694564819,4.3647198677063,0.79126238822937,1.43504097493974E-09,3.72249031066895
2016-11-20 03:00:00,3.37532138824463,2.45580315589905,1.67352998256683,4.39540147781372,0.899930715560913,1.43504097493974E-09,3.6899528503418
2016-11-20 04:00:00,3.35886096954346,2.45580315589905,1.74957668781281,4.40001726150513,1.00512719154358,1.43504097493974E-09,3.65868186950684
2016-11-20 05:00:00,3.34105682373047,2.45580315589905,1.82567477226257,4.40001344680786,1.1021842956543,1.43504097493974E-09,3.62907409667969
2016-11-20 06:00:00,3.32143211364746,2.45580315589905,1.90174448490143,4.40002202987671,1.19211483001709,1.43504097493974E-09,3.60187816619873
2016-11-20 07:00:00,3.2994966506958,2.45580315589905,1.97781383991241,4.39999341964722,1.27590155601501,1.43504097493974E-09,3.57648468017578
2016-11-20 08:00:00,3.27414226531982,2.45580315589905,2.05386972427368,4.39996767044067,1.3543164730072,1.43504097493974E-09,3.55269718170166
2016-11-20 09:00:00,3.24421977996826,2.45580315589905,2.12995338439941,4.39996099472046,1.42807126045227,1.43504097493974E-09,3.52988815307617
2016-11-20 10:00:00,3.20807361602783,2.45580315589905,2.20601987838745,4.39997434616089,1.49771702289581,1.43504097493974E-09,3.50837898254395
2016-11-20 11:00:00,3.16305446624756,2.45580315589905,2.2820942401886,4.40003061294556,1.5637241601944,1.43504097493974E-09,3.48801326751709
2016-11-20 12:00:00,3.10489273071289,2.45580315589905,2.35816431045532,4.4000449180603,1.62652182579041,1.43504097493974E-09,3.46879100799561
2016-11-20 13:00:00,3.02590847015381,2.45580315589905,2.43422794342041,4.40007734298706,1.68638670444489,1.43504097493974E-09,3.45040225982666
2016-11-20 14:00:00,2.99999332427979,2.45580315589905,2.45391631126404,4.39997720718384,1.74351894855499,1.43504097493974E-09,3.43302822113037
